id,name,unique_name,ipl_debut,specialization,date_of_birth,matches,nationality
e95cd1f5,S Dhamala,S Dhamala,,,,,
123e663a,S Dhaniram,S Dhaniram,,,,,
0a476045,Shikhar Dhawan,S Dhawan,2008,Batter,05 December 1985,222,Indian
1fc6ef83,SD Hope,SD Hope,,,,,
9601c534,Siddhesh Lad,SD Lad,2019,Batter,23 May 1992,1,Indian
9295145b,SD Outerbridge,SD Outerbridge,,,,,
fdb8ed0d,SD Parry,SD Parry,,,,,
d83c5b99,Sushree Dibyadarshini,SD Pradhan,,N/A,08 September 1997,0,Indian
76cb1a7f,SD Robson,SD Robson,,,,,
a4e37e47,Shivam Dube,S Dube,2019,All-rounder,26 June 1993,65,Indian
8879d882,SEA Ruck,SEA Ruck,,,,,
4f629497,Shane Bond,SE Bond,,N/A,07 June 1975,8,New Zealander
cdb82f1c,Sophie Ecclestone,S Ecclestone,,N/A,06 May 1999,0,English
508a1ea7,Shaun Marsh,SE Marsh,2008,Batter,09 July 1983,71,Australian
d014d5ac,Sherfane Rutherford,SE Rutherford,2019,Batter,15 August 1998,10,West Indian
1f7825dd,SF Daley,SF Daley,,,,,
de69af96,Sophie Devine,SFM Devine,,N/A,01 September 1989,0,New Zealander
3300d23c,SF Mire,SF Mire,,,,,
c35739a1,S Gajnabi,S Gajnabi,,,,,
51e1ed69,SG Borthwick,SG Borthwick,,,,,
b34e0c77,S Glenn,S Glenn,,,,,
7a8bd078,Shreyas Gopal,S Gopal,,All-rounder,04 September 1993,52,Indian
2d4465da,SG Whittingham,SG Whittingham,,,,,
9de62878,Shadab Khan,Shadab Khan,,,,,
246d11a2,Shadman Islam,Shadman Islam,,,,,
d8f59089,Shafali Verma,Shafali Verma,,N/A,28 January 2004,0,Indian
ba4d600a,Shafiqullah,Shafiqullah,,,,,
c2697434,Shafiul Hayet,Shafiul Hayet,,,,,
1a8eebbe,Shafiul Islam,Shafiul Islam,,,,,
090f9211,Shahadat Hossain,Shahadat Hossain,,,,,
f9e6e7ef,Shahbaz Ahamad,Shahbaz Ahmed,2020,Bowler,11 December 1994,55,Indian
45a7e761,Shaheen Shah Afridi,Shaheen Shah Afridi,,,,,
0dc00542,Shahid Afridi,Shahid Afridi,,N/A,01 March 1980,10,Pakistani
82b90140,Shahidullah,Shahidullah,,,,,
2cc08c3c,Shahid Wasif,Shahid Wasif,,,,,
7298fa49,Shahid Yousuf,Shahid Yousuf,,,,,
b9c225c2,Shahriar Nafees,Shahriar Nafees,,,,,
e9630504,Shaiman Anwar,Shaiman Anwar,,,,,
21d6eb6a,Shakeel Ansar,Shakeel Ansar,,,,,
7dc35884,Shakib Al Hasan,Shakib Al Hasan,2011,All-rounder,24 March 1987,71,Bangladeshi
724645f5,Shamima Sultana,Shamima Sultana,,,,,
02789d88,Shamsur Rahman,Shamsur Rahman,,,,,
3a61496b,Shankar Rana,Shankar Rana,,,,,
6843a783,Shan Masood,Shan Masood,,,,,
fccebff9,Shapoor Zadran,Shapoor Zadran,,,,,
7e678d00,Sharafuddin Ashraf,Sharafuddin Ashraf,,,,,
69c994e4,SHA Rance,SHA Rance,,,,,
ac387889,Sharif Asadullah,Sharif Asadullah,,,,,
193ef196,Sharjeel Khan,Sharjeel Khan,,,,,
84fdd3cf,Sharmin Akhter,Sharmin Akhter,,,,,
168b4c4f,S Hicks,S Hicks,,,,,
c38d3503,Shivam Mavi,Shivam Mavi,2018,Bowler,26 November 1998,32,Indian
6f49cc6e,Shivam Sharma,Shivam Sharma,,All-rounder,09 September 1993,5,Indian
210f4a5d,SH Lewis,SH Lewis,,,,,
10a91f35,Shoaib Akhtar,Shoaib Akhtar,,N/A,13 August 1975,3,Pakistani
64c34cd0,Shoaib Malik,Shoaib Malik,,N/A,01 February 1982,7,Pakistani
bb34fd31,Shoriful Islam,Shoriful Islam,,,,,
488b7e1b,SHT Kandamby,SHT Kandamby,,,,,
05d1a247,Shubham Mavi,Shubham Mavi,,,,,
b4b99816,Shubman Gill,Shubman Gill,2018,Batter,08 September 1999,103,Indian
bb01f9e0,Shuvagata Hom,Shuvagata Hom,,,,,
72c9ad99,Sidra Ameen,Sidra Ameen,,,,,
ca3ded6f,Sidra Nawaz,Sidra Nawaz,,,,,
26d041c4,Sikandar Raza,Sikandar Raza,,,,,
3b572f28,Sikander Zulfiqar,Sikander Zulfiqar,,,,,
e97aefe2,SI Mahmood,SI Mahmood,,,,,
2a242d58,Simandeep Singh,Simandeep Singh,,,,,
c9945bdf,Simi Singh,Simi Singh,,,,,
5838cb64,SIP Fernando,SIP Fernando,,,,,
3a9e9cb2,SIR Dunkley,SIR Dunkley,,,,,
108c4c09,S Ismail,S Ismail,,,,,
34304210,S Jafta,S Jafta,,,,,
364ee2cf,SJ Benn,SJ Benn,,,,,
679cd31e,SJ Cook,SJ Cook,,,,,
a5f488bc,SJ Coyte,SJ Coyte,,,,,
ab474682,SJ Croft,SJ Croft,,,,,
a9e9ef75,SJ Loftie-Eaton,SJ Loftie-Eaton,,,,,
af71535d,SJ McGlashan,SJ McGlashan,,,,,
0e0d43b4,SJ Mullaney,SJ Mullaney,,,,,
18261c22,SJ Myburgh,SJ Myburgh,,,,,
e6f36f83,SJ Taylor,SJ Taylor,,,,,
dcf81436,Siddharth Kaul,S Kaul,2013,Bowler,19 May 1990,55,Indian
1da489ff,Shivil Kaushik,S Kaushik,,N/A,09 July 1995,10,Indian
bd8139a1,SK Dolawatte,SK Dolawatte,,,,,
1dc12ab9,Suresh Raina,SK Raina,2008,Batter,27 November 1986,205,Indian
4175d211,SK Springer,SK Springer,,,,,
3d7e087f,Siddharth Trivedi,SK Trivedi,2008,Bowler,04 September 1982,76,Indian
fb693839,Sarabjit Ladda,S Ladda,2010,Bowler,10 July 1986,9,Indian
b410bd3d,Sandeep Lamichhane,S Lamichhane,2018,Bowler,14 August 2000,9,Nepalese
4b15618c,S Laomi,S Laomi,,,,,
5ab09885,S Lateh,S Lateh,,,,,
a12e1d51,Lasith Malinga,SL Malinga,2009,Bowler,28 August 1983,122,Sri Lankan
386f410e,S Loubser,S Loubser,,,,,
3308d881,SL Quintyne,SL Quintyne,,,,,
6d76bc23,Sune Luus,S Luus,,N/A,05 January 1996,0,South African
0f6db197,S Mahmood,S Mahmood,,,,,
5d2eda89,Smriti Mandhana,S Mandhana,,N/A,18 July 1996,0,Indian
fec50c96,SMA Priyanjan,SMA Priyanjan,,,,,
e7ba1233,S Matsikenyeri,S Matsikenyeri,,,,,
d167edd3,Scott Boland,SM Boland,,N/A,11 April 1989,2,Australian
e94915e6,Sam Curran,SM Curran,2019,All-rounder,03 June 1998,59,English
8fc65c2b,SM Davies,SM Davies,,,,,
556302a7,SM Ervine,SM Ervine,,,,,
ade90de7,Sudhesan Midhun,S Midhun,,Bowler,07 October 1994,1,Indian
7e9b3b60,SM Kavanagh,SM Kavanagh,,,,,
99e23670,S Molineux,S Molineux,,,,,
c488b6ac,S Moseley,S Moseley,,,,,
94de63bf,S Mostary,S Mostary,,,,,
88fccd6c,Shaun Pollock,SM Pollock,,N/A,16 July 1973,13,South African
f43dd8c2,SM Sharif,SM Sharif,,,,,
4c4fa80b,Sachithra Senanayake,SMSM Senanayake,2013,Bowler,09 February 1985,8,Sri Lankan
da045dea,S Mukuddem,S Mukuddem,,,,,
7dfb8890,S Muthusamy,S Muthusamy,,,,,
9d80c5e1,Shahbaz Nadeem,S Nadeem,2011,Bowler,12 August 1989,72,Indian
287686fd,Sumit Narwal,S Narwal,2010,Bowling All-rounder,16 April 1982,7,Indian
3540beff,SNJ O'Keefe,SNJ O'Keefe,,,,,
f088b960,Sarfaraz Khan,SN Khan,2015,Batter,22 October 1997,50,Indian
1abb78f8,Shardul Thakur,SN Thakur,2015,allRounder,16 October 1991,95,Indian
dc2f959a,SO Dowrich,SO Dowrich,,,,,
5a4c12ab,Sohag Gazi,Sohag Gazi,,,,,
b98b5e1c,Sohaib Maqsood,Sohaib Maqsood,,,,,
5af743d0,Sohail Khan,Sohail Khan,,,,,
64d43928,Sohail Tanvir,Sohail Tanvir,,N/A,12 December 1984,11,Pakistani
48a1d7b7,Shimron Hetmyer,SO Hetmyer,2019,Batter,26 December 1996,72,West Indian
1adb8ee8,Sompal Kami,Sompal Kami,,,,,
49118dc7,SO Ngoche,SO Ngoche,,,,,
00d69fa4,SO Tikolo,SO Tikolo,,,,,
4d9f9686,Soumya Sarkar,Soumya Sarkar,,,,,
5463cb7a,Shikha Pandey,S Pandey,,N/A,12 May 1989,0,Indian
30a45b23,Steve Smith,SPD Smith,2012,All-rounder,02 June 1989,103,Australian
eea6b7f1,Stephen Fleming,SP Fleming,,N/A,01 April 1973,10,New Zealander
2d8aae2f,SP Gauchan,SP Gauchan,,,,,
541f85c9,Shreevats Goswami,SP Goswami,2008,Wicketkeeper Batter,18 May 1989,31,Indian
acc1aeda,Sheldon Jackson,SP Jackson,,Wicketkeeper Batter,27 September 1986,9,Indian
9a6b71d1,SP Khakurel,SP Khakurel,,,,,
9d430b40,Sunil Narine,SP Narine,2012,Bowler,26 May 1988,177,West Indian
f5c198fb,SP Patil,SP Patil,,,,,
f78e7113,S Prasanna,S Prasanna,,,,,
7f87204d,SP Terry,SP Terry,,,,,
c4c374d9,S Rana,Sneh Rana,,,,,
90edaaa9,Sachin Rana,S Rana,2011,Bowler,18 September 1984,11,Indian
f5f18a18,Suraj Randiv,S Randiv,2011,Bowler,30 January 1985,8,Sri Lankan
5597338d,S Ravikumar,S Ravikumar,,,,,
a3bfec5d,SR Clark,SR Clark,,,,,
2344bdd1,SR Dickson,SR Dickson,,,,,
67b9536c,SR Hain,SR Hain,,,,,
23638956,SR Harmer,SR Harmer,,,,,
18fac429,SR Patel,SR Patel,,,,,
92cf79a8,Stafanie Taylor,SR Taylor,,N/A,11 June 1991,0,West Indian
d2c2b2d5,Sachin Tendulkar,SR Tendulkar,2008,Batter,24 April 1973,78,Indian
7f3ad1ed,SR Thompson,SR Thompson,,,,,
86d38202,SR Waters,SR Waters,,,,,
4329fbb5,Shane Watson,SR Watson,2008,All-rounder,17 June 1981,145,Australian
b51f72a5,Shubham Agarwal,SS Agarwal,,N/A,21 November 1993,1,Indian
9ab2914d,S Samarawickrama,S Samarawickrama,,,,,
a3c9ef5f,S Sandeepani,S Sandeepani,,,,,
cdc6bdba,Sandeep Warrier,S Sandeep Warrier,2019,Bowler,04 April 1991,10,Indian
2f9a6bd1,SS Connell,SS Connell,,,,,
a1d053dd,Sheldon Cottrell,SS Cottrell,,Bowler,19 August 1989,6,West Indian
75cbed9b,SS Eskinazi,SS Eskinazi,,,,,
6bebf334,SS Grimmond,SS Grimmond,,,,,
dae6fac5,S Sharma,S Sharma,,,,,
d76b0d2d,S Shillingford,S Shillingford,,,,,
85ec8e33,Shreyas Iyer,SS Iyer,2015,Batter,06 December 1994,116,Indian
977b841a,SSJ Brooks,SSJ Brooks,,,,,
e6dd77bb,SS McKechnie,SS McKechnie,,,,,
a790df98,S Snater,S Snater,,,,,
2812bbb3,S Snyder,S Snyder,,,,,
753c95b9,SS Pathirana,SS Pathirana,,,,,
6b8eb6e5,Shanthakumaran Sreesanth,S Sreesanth,2008,Bowler,06 February 1983,44,Indian
de6c2c6e,S Steel,S Steel,,,,,
709b0bac,Saurabh Tiwary,SS Tiwary,2008,Batter,30 December 1989,93,Indian
5f862ccd,SS Weerakkody,SS Weerakkody,,,,,
54ef649e,ST de Silva,ST de Silva,,,,,
4992d6f6,ST Doheny,ST Doheny,,,,,
ccdd8308,ST Finn,ST Finn,,,,,
d9609443,ST Gabriel,ST Gabriel,,,,,
9c4b58db,S Tippoch,S Tippoch,,,,,
f233bbb4,Sanath Jayasuriya,ST Jayasuriya,,N/A,30 June 1969,30,Sri Lankan
bd17b45f,Stuart Binny,STR Binny,2010,All-rounder,03 June 1984,95,Indian
a3a078ba,Subashis Roy,Subashis Roy,,,,,
8fb49ef8,Suhrawadi Shuvo,Suhrawadi Shuvo,,,,,
3bf7c034,Sultan Ahmed,Sultan Ahmed,,,,,
ee3dfa89,Sunny Gupta,Sunny Gupta,2012,Bowler,27 September 1988,1,Indian
0f348f58,Sunzamul Islam,Sunzamul Islam,,,,,
4c476cb4,Sushil Kandel,Sushil Kandel,,,,,
f4dfcbb4,S van Zyl,S van Zyl,,,,,
185e6c0c,Sushma Verma,S Verma,,N/A,03 November 1992,0,Indian
3de06845,S Vesawkar,S Vesawkar,,,,,
a4cc73aa,Sanju Samson,SV Samson,2013,Wicketkeeper Batter,11 November 1994,168,Indian
c7f6dd3b,SW Ambris,SW Ambris,,,,,
983f2f61,Swapnil Singh,Swapnil Singh,2023,Bowling all-rounder,22 January 1991,14,Indian
89bbc67a,Suzie Bates,SW Bates,,N/A,16 September 1987,0,New Zealander
c16d4035,Sam Billings,SW Billings,,Wicketkeeper Batter,15 June 1991,30,English
c5f40e35,SW Currie,SW Currie,,,,,
2182013e,SW Masakadza,SW Masakadza,,,,,
cdf59953,SW Poynter,SW Poynter,,,,,
addfb70e,Shaun Tait,SW Tait,2010,Bowler,22 February 1983,21,Australian
4cf8708b,Syeda Aroob Shah,Syeda Aroob Shah,,,,,
b743f01b,Syed Rasel,Syed Rasel,,,,,
21e5f325,TA Blundell,TA Blundell,,,,,
a818c1be,Trent Boult,TA Boult,2015,Bowler,22 July 1989,104,New Zealander
9d1d34bd,Taijul Islam,Taijul Islam,,,,,
f0f8f105,TA Imlach,TA Imlach,,,,,
867a45a7,TAI Taylor,TAI Taylor,,,,,
73f1f6b0,TA Lammonby,TA Lammonby,,,,,
a380e4bf,Talor Scott,Talor Scott,,,,,
3b041a12,Tamim Iqbal,Tamim Iqbal,,,,,
bf7842c9,TAM Siriwardana,TAM Siriwardana,,,,,
93f104b4,Tanvir Ahmed,Tanvir Ahmed (1),,,,,
5f5ca1a7,Tanwir Afzal,Tanwir Afzal,,,,,
bb1819fa,Tapash Baisya,Tapash Baisya,,,,,
ac3c3cab,TAR Scriven,TAR Scriven,,,,,
ef18b66e,Taskin Ahmed,Taskin Ahmed,,,,,
c73bb037,Taufeeq Umar,Taufeeq Umar,,,,,
884f72a1,TA Wood,TA Wood,,,,,
ba9258a7,,TB Abell,,,,,
25f7b7d6,Tom Banton,T Banton,,Wicketkeeper Batter,11 November 1998,2,English
9ffd1ac1,T Bavuma,T Bavuma,,,,,
90d6cdea,TB de Bruyn,TB de Bruyn,,,,,
211dc1ce,Taniya Bhatia,T Bhatia,,N/A,28 November 1997,0,Indian
98e908bd,TB Sole,TB Sole,,,,,
f92c9151,TC Bruce,TC Bruce,,,,,
80c6ed7d,T Chanderpaul,T Chanderpaul,,,,,
53a5767d,T Chetty,T Chetty,,,,,
a0f612b6,TD Andrews,TD Andrews,,,,,
383dd431,TD Astle,TD Astle,,,,,
d3a1c63d,T de Zorzi,T de Zorzi,,,,,
dddc811c,TD Groenewald,TD Groenewald,,,,,
5748e866,Tim Paine,TD Paine,,N/A,08 December 1984,2,Australian
cc3884f9,TD Smartt,TD Smartt,,,,,
4a84f573,T Duffin,T Duffin,,,,,
b9877635,TE Bailey,TE Bailey,,,,,
c28e9f12,Tejas Baroka,Tejas Baroka,,Bowler,01 February 1996,1,Indian
9cbbe35b,TG Gordon,TG Gordon,,,,,
74a274cc,TG Helm,TG Helm,,,,,
13c35c9e,Tim Southee,TG Southee,2011,Bowler,11 December 1988,54,New Zealander
873a0a12,Thilan Nimesh,Thilan Nimesh,,,,,
3dfb2c90,Tilaksha Sumanasiri,Tilaksha Sumanasiri,,,,,
dc002962,Tillakaratne Sampath,Tillakaratne Sampath,,,,,
85dcb721,TJ Moores,TJ Moores,,,,,
c89474d1,TJ Murtagh,TJ Murtagh,,,,,
ef70a34b,TJ Vlaeminck,TJ Vlaeminck,,,,,
1fe81cc9,T Kamungozi,T Kamungozi,,,,,
e86754b2,Tom Curran,TK Curran,2018,Bowler,12 March 1995,13,English
9f9b903e,TK Musakanda,TK Musakanda,,,,,
f836b33d,T Kohler-Cadmore,T Kohler-Cadmore,,,,,
db767b89,TL Best,TL Best,,,,,
5bbabe59,Vyshak Vijay Kumar,TL Chatara,,Bowler,31 January 1997,11,Indian
4663bd23,Tim Seifert,TL Seifert,,Wicketkeeper Batter,14 December 1994,3,New Zealander
aaa1b522,Tirumalasetti Suman,TL Suman,2009,Batter,15 December 1983,43,Indian
2318ba22,TLW Cooper,TLW Cooper,,,,,
f55c526f,T Maruma,T Maruma,,,,,
5bdcdb72,Tillakaratne Dilshan,TM Dilshan,2008,All-rounder,14 October 1976,52,Sri Lankan
12b610c2,Travis Head,TM Head,2016,Batter,29 December 1993,25,Australian
c9cac448,Tanmay Mishra,T Mishra,2012,Batter,22 December 1986,0,Kenyan
0a12e736,TMJ Smith,TMJ Smith,,,,,
3fb197cd,TMK Mawoyo,TMK Mawoyo,,,,,
ca5acfa4,TM McGrath,TM McGrath,,,,,
2c13defe,TM Odoyo,TM Odoyo,,,,,
21bf71ab,T Mupariwa,T Mupariwa,,,,,
a945bb28,T Muzarabani,T Muzarabani,,,,,
ce794613,T Natarajan,T Natarajan,2017,Bowler,27 May 1991,61,Indian
52980a48,TN de Grooth,TN de Grooth,,,,,
64212089,TN Walallawita,TN Walallawita,,,,,
961b8ff1,TP Alsop,TP Alsop,,,,,
3b417422,T Panyangara,T Panyangara,,,,,
2f3817ce,TP Sudhindra,TP Sudhindra,,N/A,24 April 1984,3,Indian
a82eb3fb,TP Ura,TP Ura,,,,,
4b2d6789,TS Chisoro,TS Chisoro,,,,,
a03bba42,Tabraiz Shamsi,T Shamsi,,Bowler,18 February 1990,5,South African
4e1b4323,TS Kamunhukamwe,TS Kamunhukamwe,,,,,
245c97cb,Tymal Mills,TS Mills,,Bowler,12 August 1992,10,English
6c6aca89,TS Roland-Jones,TS Roland-Jones,,,,,
6e28e586,TS Sekhukhune,TS Sekhukhune,,,,,
3b10836b,T Stanton,T Stanton,,,,,
75de770f,Tatenda Taibu,T Taibu,,N/A,14 May 1983,3,Zimbabwean
b2664905,TT Beaumont,TT Beaumont,,,,,
58043739,TT Bresnan,TT Bresnan,,,,,
2008fc75,TT Samaraweera,TT Samaraweera,,,,,
46a9bea1,Tushar Deshpande,TU Deshpande,2020,Bowler,15 May 1995,36,Indian
d99cc23a,T van der Gugten,T van der Gugten,,,,,
25a42048,T Westley,T Westley,,,,,
22b98d7c,TW Hartley,TW Hartley,,,,,
e824e6ee,TWM Latham,TWM Latham,,,,,
91b9300b,Udit Birla,UA Birla,,N/A,17 November 1989,2,Indian
c66d9486,U Bhatti,U Bhatti,,,,,
0c94f480,Unmukt Chand,UBT Chand,2011,Batter,26 March 1993,21,Indian
f69f1d8a,Umaid Asif,Umaid Asif,,,,,
821d7d46,Umaima Sohail,Umaima Sohail,,,,,
aa8b4568,Umair Masood,Umair Masood,,,,,
fd2bf2a0,Umar Akmal,Umar Akmal,,,,,
3029e282,Umar Amin,Umar Amin,,,,,
16dfcc19,Umar Gul,Umar Gul,,N/A,14 April 1984,6,Pakistani
8efab8ed,Umar Siddiq,Umar Siddiq,,,,,
e3829b2a,Usman Ghani,Usman Ghani,,,,,
33742f04,Usman Qadir,Usman Qadir,,,,,
5a7405f1,Usman Salahuddin,Usman Salahuddin,,,,,
f0e722e0,Usman Shinwari,Usman Shinwari,,,,,
6bf40416,U Thimashini,U Thimashini,,,,,
331ea488,Usman Khawaja,UT Khawaja,,N/A,18 December 1986,6,Australian
cc1e8c68,Umesh Yadav,UT Yadav,2010,Bowler,25 October 1987,148,Indian
dd37da14,UWMBCA Welegedara,UWMBCA Welegedara,,,,,
d7a5d416,VA Singh,VA Singh,,,,,
54745c20,V Chopra,V Chopra,,,,,
cfe70281,VD Philander,VD Philander,,,,,
6dbcf855,Vijay Zol,VH Zol,2012,Batter,23 November 1994,3,Indian
26d76ad9,Virat Singh,Virat Singh,,Batter,08 December 1997,3,Indian
7075624e,Vishad Randika,Vishad Randika,,,,,
0494fa6e,Vishnu Vinod,Vishnu Vinod,2017,Wicketkeeper Batter,02 December 1993,6,Indian
3a7ea906,VJ Kingma,VJ Kingma,,,,,
fd39eca8,V Kelley,V Kelley,,,,,
ba607b88,Virat Kohli,V Kohli,2008,Batter,05 November 1988,252,Indian
c3f21798,Veda Krishnamurthy,V Krishnamurthy,,N/A,16 October 1992,0,Indian
1bd16445,VM Nyauchi,VM Nyauchi,,,,,
78dfe704,V Permaul,V Permaul,,,,,
0a3d54b9,Varun Aaron,VR Aaron,2011,Bowler,29 October 1989,52,Indian
2d963999,VR Vanitha,VR Vanitha,,,,,
034b4b7d,Veer Pratap Singh,VRV Singh,,Bowler,03 May 1992,9,Indian
8ba8195d,Virender Sehwag,V Sehwag,2008,Batter,20 October 1978,104,Indian
0994d0ae,Vijay Shankar,V Shankar,2014,All-rounder,26 January 1991,72,Indian
fd483a3e,V Shetty,V Shetty,,,,,
0fdabe05,V Sibanda,V Sibanda,,,,,
5f26df4f,Vikramjeet Malik,VS Malik,2009,Bowler,09 May 1983,13,Indian
93a17209,Yo Mahesh,VY Mahesh,2008,Bowler,21 December 1987,18,Indian
6b68d7b3,Wafadar Momand,Wafadar Momand,,,,,
b3118300,Wahab Riaz,Wahab Riaz,,,,,
a2eac9df,Waqas Barkat,Waqas Barkat,,,,,
f59b3bd1,Waqas Maqsood,Waqas Maqsood,,,,,
e3bc992b,WAR Fraine,WAR Fraine,,,,,
f19ccfad,Washington Sundar,Washington Sundar,2017,All-rounder,05 October 1999,60,Indian
98eacfe5,WAT Beer,WAT Beer,,,,,
8afe73e2,WA Young,WA Young,,,,,
0d677597,W Barresi,W Barresi,,,,,
29b89ae8,WB Rankin,WB Rankin,,,,,
4e18e961,WCF Smeed,WCF Smeed,,,,,
2a802bfd,WC Ludick,WC Ludick,,,,,
8fd3b94d,WD Balaji Rao,WD Balaji Rao,,,,,
3a60e0b5,Wayne Parnell,WD Parnell,2011,Bowler,30 July 1989,33,South African
74a1c1e3,WER Somerville,WER Somerville,,,,,
550373ea,,WGAKK Kulasuriya,,,,,
9caf69a1,WG Jacks,WG Jacks,,,,,
9550470d,WIA Fernando,WIA Fernando,,,,,
c34a15e6,WK Dilhari,WK Dilhari,,,,,
1920c721,WKD Perkins,WKD Perkins,,,,,
c942a53b,WK McCallan,WK McCallan,,,,,
4dabe716,W Liengprasert,W Liengprasert,,,,,
86e0f3f0,WL Madsen,WL Madsen,,,,,
a879b92c,W Madhevere,W Madhevere,,,,,
b16ddb79,W McClintock,W McClintock,,,,,
14fd0f3c,WMC Jayampathi,WMC Jayampathi,,,,,
f54dbda7,WMH Rhodes,WMH Rhodes,,,,,
4bc0a378,WP Masakadza,WP Masakadza,,,,,
fe11caa6,Wriddhiman Saha,WP Saha,2008,Wicketkeeper Batter,24 October 1984,170,Indian
bcce309e,Chaminda Vaas,WPUJC Vaas,,N/A,27 January 1974,13,Sri Lankan
078ffbf2,WS Davis,WS Davis,,,,,
ade3660b,WT Mashinge,WT Mashinge,,,,,
72898514,WT Root,WT Root,,,,,
ec02b798,WTS Porterfield,WTS Porterfield,,,,,
7ed9fd56,WU Tharanga,WU Tharanga,,,,,
63769bc7,W van Wyk,W van Wyk,,,,,
502b2c81,XJ Doherty,XJ Doherty,,,,,
1763bc6c,Thalaivan Sargunam,X Thalaivan Sargunam,,Batter,15 May 1985,1,Indian
6e4588bc,Yamin Ahmadzai,Yamin Ahmadzai,,,,,
600dce49,Yashodha Lanka,Yashodha Lanka,,,,,
3cf5ae43,Yasir Arafat,Yasir Arafat,,,,,
f2800ef3,Yasir Shah,Yasir Shah,,,,,
6c19c6e5,Yashasvi Jaiswal,YBK Jaiswal,2020,Batter,28 December 2001,53,Indian
ebe27221,Y Fourie,Y Fourie,,,,,
3c6ffae8,Yusuf Pathan,YK Pathan,2008,All-rounder,17 November 1982,174,Indian
662c47a6,Yogesh Nagar,Y Nagar,2009,All-rounder,06 January 1990,26,Indian
33cb3411,Younis Khan,Younis Khan,,N/A,29 November 1977,1,Pakistani
cfa4bd2b,Prithvi Raj Yarra,Y Prithvi Raj,,Bowler,20 February 1998,2,Indian
57ee1fde,Yuzvendra Chahal,YS Chahal,2013,Bowler,23 July 1990,160,Indian
c3e4a816,YS Karki,YS Karki,,,,,
1c914163,Yuvraj Singh,Yuvraj Singh,2008,All-rounder,12 December 1981,132,Indian
ba844d54,Y Valli,Y Valli,,,,,
79e10d25,Y van der Westhuizen,Y van der Westhuizen,,,,,
fe763256,Venugopal Rao,Y Venugopal Rao,2008,Batting All-rounder,26 February 1982,64,Indian
4e04666c,Yogesh Takawale,YV Takawale,,Wicketkeeper Batter,05 November 1984,16,Indian
9fd3a210,Zafar Gohar,Zafar Gohar,,,,,
ba158afd,Zahid Mahmood,Zahid Mahmood,,,,,
e3e09091,Zakir Hasan,Zakir Hasan,,,,,
922e1b19,Z Crawley,Z Crawley,,,,,
36619795,Zeeshan Ansari,Zeeshan Ansari,,,,,
6e140182,Zeeshan Malik,Zeeshan Malik,,,,,
34464143,Zeeshan Maqsood,Zeeshan Maqsood,,,,,
8716233e,ZE Green,ZE Green,,,,,
c981bfad,ZE Surkari,ZE Surkari,,,,,
99c81226,Zia-ul-Haq,Zia-ul-Haq,,,,,
c27518d2,Ziaur Rahman,Ziaur Rahman,,,,,
fe5b4367,ZJ Chappell,ZJ Chappell,,,,,
91a4a398,Zaheer Khan,Z Khan,2008,Bowler,07 October 1978,100,Indian
f0b16e64,Z Mali,Z Mali,,,,,
eec5fe00,ZN Gibson,ZN Gibson,,,,,
7b1e20ea,ZS Ansari,ZS Ansari,,,,,
22feee04,Zubayr Hamza,Zubayr Hamza,,,,,
3a0f6df2,Zulfiqar Babar,Zulfiqar Babar,,,,,